count,as_of_year,county_name,state_name
"5516","2015","",""
"4765","2016","",""
"5169","2017","",""
"45","2015","","Alabama"
"22","2016","","Alabama"
"14","2017","","Alabama"
"658","2015","Autauga County","Alabama"
"764","2016","Autauga County","Alabama"
"818","2017","Autauga County","Alabama"
"2947","2015","Baldwin County","Alabama"
"3295","2016","Baldwin County","Alabama"
"4035","2017","Baldwin County","Alabama"
"102","2015","Barbour County","Alabama"
"109","2016","Barbour County","Alabama"
"116","2017","Barbour County","Alabama"
"102","2015","Bibb County","Alabama"
"113","2016","Bibb County","Alabama"
"139","2017","Bibb County","Alabama"
"492","2015","Blount County","Alabama"
"572","2016","Blount County","Alabama"
"622","2017","Blount County","Alabama"
"17","2015","Bullock County","Alabama"
"34","2016","Bullock County","Alabama"
"24","2017","Bullock County","Alabama"
"84","2015","Butler County","Alabama"
"95","2016","Butler County","Alabama"
"90","2017","Butler County","Alabama"
"770","2015","Calhoun County","Alabama"
"852","2016","Calhoun County","Alabama"
"1014","2017","Calhoun County","Alabama"
"181","2015","Chambers County","Alabama"
"185","2016","Chambers County","Alabama"
"157","2017","Chambers County","Alabama"
"118","2015","Cherokee County","Alabama"
"128","2016","Cherokee County","Alabama"
"177","2017","Cherokee County","Alabama"
"297","2015","Chilton County","Alabama"
"343","2016","Chilton County","Alabama"
"410","2017","Chilton County","Alabama"
"31","2015","Choctaw County","Alabama"
"57","2016","Choctaw County","Alabama"
"51","2017","Choctaw County","Alabama"
"131","2015","Clarke County","Alabama"
"155","2016","Clarke County","Alabama"
"131","2017","Clarke County","Alabama"
"37","2015","Clay County","Alabama"
"40","2016","Clay County","Alabama"
"58","2017","Clay County","Alabama"
"66","2015","Cleburne County","Alabama"
"76","2016","Cleburne County","Alabama"
"89","2017","Cleburne County","Alabama"
"476","2015","Coffee County","Alabama"
"609","2016","Coffee County","Alabama"
"683","2017","Coffee County","Alabama"
"580","2015","Colbert County","Alabama"
"593","2016","Colbert County","Alabama"
"617","2017","Colbert County","Alabama"
"32","2015","Conecuh County","Alabama"
"40","2016","Conecuh County","Alabama"
"46","2017","Conecuh County","Alabama"
"47","2015","Coosa County","Alabama"
"51","2016","Coosa County","Alabama"
"60","2017","Coosa County","Alabama"
"226","2015","Covington County","Alabama"
"247","2016","Covington County","Alabama"
"265","2017","Covington County","Alabama"
"68","2015","Crenshaw County","Alabama"
"93","2016","Crenshaw County","Alabama"
"103","2017","Crenshaw County","Alabama"
"546","2015","Cullman County","Alabama"
"666","2016","Cullman County","Alabama"
"785","2017","Cullman County","Alabama"
"258","2015","Dale County","Alabama"
"340","2016","Dale County","Alabama"
"347","2017","Dale County","Alabama"
"113","2015","Dallas County","Alabama"
"106","2016","Dallas County","Alabama"
"101","2017","Dallas County","Alabama"
"287","2015","DeKalb County","Alabama"
"345","2016","DeKalb County","Alabama"
"360","2017","DeKalb County","Alabama"
"892","2015","Elmore County","Alabama"
"1038","2016","Elmore County","Alabama"
"1110","2017","Elmore County","Alabama"
"168","2015","Escambia County","Alabama"
"167","2016","Escambia County","Alabama"
"194","2017","Escambia County","Alabama"
"678","2015","Etowah County","Alabama"
"846","2016","Etowah County","Alabama"
"821","2017","Etowah County","Alabama"
"70","2015","Fayette County","Alabama"
"94","2016","Fayette County","Alabama"
"100","2017","Fayette County","Alabama"
"157","2015","Franklin County","Alabama"
"190","2016","Franklin County","Alabama"
"190","2017","Franklin County","Alabama"
"159","2015","Geneva County","Alabama"
"186","2016","Geneva County","Alabama"
"190","2017","Geneva County","Alabama"
"23","2015","Greene County","Alabama"
"19","2016","Greene County","Alabama"
"16","2017","Greene County","Alabama"
"88","2015","Hale County","Alabama"
"99","2016","Hale County","Alabama"
"93","2017","Hale County","Alabama"
"113","2015","Henry County","Alabama"
"149","2016","Henry County","Alabama"
"131","2017","Henry County","Alabama"
"874","2015","Houston County","Alabama"
"1118","2016","Houston County","Alabama"
"1118","2017","Houston County","Alabama"
"270","2015","Jackson County","Alabama"
"276","2016","Jackson County","Alabama"
"282","2017","Jackson County","Alabama"
"6522","2015","Jefferson County","Alabama"
"7420","2016","Jefferson County","Alabama"
"7506","2017","Jefferson County","Alabama"
"55","2015","Lamar County","Alabama"
"83","2016","Lamar County","Alabama"
"68","2017","Lamar County","Alabama"
"846","2015","Lauderdale County","Alabama"
"935","2016","Lauderdale County","Alabama"
"959","2017","Lauderdale County","Alabama"
"221","2015","Lawrence County","Alabama"
"242","2016","Lawrence County","Alabama"
"233","2017","Lawrence County","Alabama"
"1906","2015","Lee County","Alabama"
"2110","2016","Lee County","Alabama"
"2255","2017","Lee County","Alabama"
"1110","2015","Limestone County","Alabama"
"1372","2016","Limestone County","Alabama"
"1691","2017","Limestone County","Alabama"
"37","2015","Lowndes County","Alabama"
"52","2016","Lowndes County","Alabama"
"45","2017","Lowndes County","Alabama"
"49","2015","Macon County","Alabama"
"43","2016","Macon County","Alabama"
"57","2017","Macon County","Alabama"
"4563","2015","Madison County","Alabama"
"5101","2016","Madison County","Alabama"
"5715","2017","Madison County","Alabama"
"102","2015","Marengo County","Alabama"
"109","2016","Marengo County","Alabama"
"114","2017","Marengo County","Alabama"
"171","2015","Marion County","Alabama"
"157","2016","Marion County","Alabama"
"183","2017","Marion County","Alabama"
"676","2015","Marshall County","Alabama"
"816","2016","Marshall County","Alabama"
"816","2017","Marshall County","Alabama"
"3256","2015","Mobile County","Alabama"
"3737","2016","Mobile County","Alabama"
"3991","2017","Mobile County","Alabama"
"83","2015","Monroe County","Alabama"
"78","2016","Monroe County","Alabama"
"104","2017","Monroe County","Alabama"
"1659","2015","Montgomery County","Alabama"
"1933","2016","Montgomery County","Alabama"
"2102","2017","Montgomery County","Alabama"
"1059","2015","Morgan County","Alabama"
"1239","2016","Morgan County","Alabama"
"1209","2017","Morgan County","Alabama"
"23","2015","Perry County","Alabama"
"21","2016","Perry County","Alabama"
"34","2017","Perry County","Alabama"
"93","2015","Pickens County","Alabama"
"102","2016","Pickens County","Alabama"
"95","2017","Pickens County","Alabama"
"148","2015","Pike County","Alabama"
"248","2016","Pike County","Alabama"
"259","2017","Pike County","Alabama"
"76","2015","Randolph County","Alabama"
"118","2016","Randolph County","Alabama"
"126","2017","Randolph County","Alabama"
"433","2015","Russell County","Alabama"
"462","2016","Russell County","Alabama"
"517","2017","Russell County","Alabama"
"3476","2015","Shelby County","Alabama"
"3859","2016","Shelby County","Alabama"
"4046","2017","Shelby County","Alabama"
"1102","2015","St. Clair County","Alabama"
"1331","2016","St. Clair County","Alabama"
"1299","2017","St. Clair County","Alabama"
"24","2015","Sumter County","Alabama"
"37","2016","Sumter County","Alabama"
"34","2017","Sumter County","Alabama"
"495","2015","Talladega County","Alabama"
"534","2016","Talladega County","Alabama"
"599","2017","Talladega County","Alabama"
"286","2015","Tallapoosa County","Alabama"
"295","2016","Tallapoosa County","Alabama"
"327","2017","Tallapoosa County","Alabama"
"1892","2015","Tuscaloosa County","Alabama"
"2121","2016","Tuscaloosa County","Alabama"
"2363","2017","Tuscaloosa County","Alabama"
"353","2015","Walker County","Alabama"
"468","2016","Walker County","Alabama"
"510","2017","Walker County","Alabama"
"73","2015","Washington County","Alabama"
"74","2016","Washington County","Alabama"
"92","2017","Washington County","Alabama"
"33","2015","Wilcox County","Alabama"
"23","2016","Wilcox County","Alabama"
"39","2017","Wilcox County","Alabama"
"159","2015","Winston County","Alabama"
"152","2016","Winston County","Alabama"
"165","2017","Winston County","Alabama"
"48","2015","","Alaska"
"73","2016","","Alaska"
"40","2017","","Alaska"
"1","2016","Aleutians East Borough","Alaska"
"1","2017","Aleutians East Borough","Alaska"
"7","2015","Aleutians West Census Area","Alaska"
"14","2016","Aleutians West Census Area","Alaska"
"6","2017","Aleutians West Census Area","Alaska"
"4171","2015","Anchorage Municipality","Alaska"
"4093","2016","Anchorage Municipality","Alaska"
"3809","2017","Anchorage Municipality","Alaska"
"36","2015","Bethel Census Area","Alaska"
"38","2016","Bethel Census Area","Alaska"
"41","2017","Bethel Census Area","Alaska"
"3","2015","Bristol Bay Borough","Alaska"
"3","2016","Bristol Bay Borough","Alaska"
"3","2017","Bristol Bay Borough","Alaska"
"14","2015","Denali Borough","Alaska"
"16","2016","Denali Borough","Alaska"
"19","2017","Denali Borough","Alaska"
"15","2015","Dillingham Census Area","Alaska"
"11","2016","Dillingham Census Area","Alaska"
"8","2017","Dillingham Census Area","Alaska"
"1113","2015","Fairbanks North Star Borough","Alaska"
"1122","2016","Fairbanks North Star Borough","Alaska"
"1093","2017","Fairbanks North Star Borough","Alaska"
"15","2015","Haines Borough","Alaska"
"16","2016","Haines Borough","Alaska"
"17","2017","Haines Borough","Alaska"
"8","2015","Hoonah-Angoon Census Area","Alaska"
"6","2016","Hoonah-Angoon Census Area","Alaska"
"9","2017","Hoonah-Angoon Census Area","Alaska"
"417","2015","Juneau City and Borough","Alaska"
"407","2016","Juneau City and Borough","Alaska"
"372","2017","Juneau City and Borough","Alaska"
"662","2015","Kenai Peninsula Borough","Alaska"
"705","2016","Kenai Peninsula Borough","Alaska"
"647","2017","Kenai Peninsula Borough","Alaska"
"65","2015","Ketchikan Gateway Borough","Alaska"
"89","2016","Ketchikan Gateway Borough","Alaska"
"86","2017","Ketchikan Gateway Borough","Alaska"
"121","2015","Kodiak Island Borough","Alaska"
"143","2016","Kodiak Island Borough","Alaska"
"107","2017","Kodiak Island Borough","Alaska"
"1","2016","Lake and Peninsula Borough","Alaska"
"1896","2015","Matanuska-Susitna Borough","Alaska"
"1829","2016","Matanuska-Susitna Borough","Alaska"
"1725","2017","Matanuska-Susitna Borough","Alaska"
"40","2015","Nome Census Area","Alaska"
"31","2016","Nome Census Area","Alaska"
"35","2017","Nome Census Area","Alaska"
"12","2015","North Slope Borough","Alaska"
"7","2016","North Slope Borough","Alaska"
"11","2017","North Slope Borough","Alaska"
"6","2015","Northwest Arctic Borough","Alaska"
"11","2016","Northwest Arctic Borough","Alaska"
"8","2017","Northwest Arctic Borough","Alaska"
"12","2015","Petersburg Census Area","Alaska"
"11","2016","Petersburg Census Area","Alaska"
"17","2017","Petersburg Census Area","Alaska"
"20","2015","Prince of Wales-Hyder Census Area","Alaska"
"19","2016","Prince of Wales-Hyder Census Area","Alaska"
"15","2017","Prince of Wales-Hyder Census Area","Alaska"
"49","2015","Sitka City and Borough","Alaska"
"41","2016","Sitka City and Borough","Alaska"
"46","2017","Sitka City and Borough","Alaska"
"10","2015","Skagway Municipality","Alaska"
"7","2016","Skagway Municipality","Alaska"
"10","2017","Skagway Municipality","Alaska"
"52","2015","Southeast Fairbanks Census Area","Alaska"
"60","2016","Southeast Fairbanks Census Area","Alaska"
"68","2017","Southeast Fairbanks Census Area","Alaska"
"64","2015","Valdez-Cordova Census Area","Alaska"
"76","2016","Valdez-Cordova Census Area","Alaska"
"65","2017","Valdez-Cordova Census Area","Alaska"
"6","2015","Wrangell City and Borough","Alaska"
"9","2016","Wrangell City and Borough","Alaska"
"6","2017","Wrangell City and Borough","Alaska"
"1","2015","Yakutat City and Borough","Alaska"
"1","2017","Yakutat City and Borough","Alaska"
"1","2015","Yukon-Koyukuk Census Area","Alaska"
"3","2016","Yukon-Koyukuk Census Area","Alaska"
"9","2017","Yukon-Koyukuk Census Area","Alaska"
"9","2015","","Arizona"
"15","2016","","Arizona"
"6","2017","","Arizona"
"169","2015","Apache County","Arizona"
"179","2016","Apache County","Arizona"
"181","2017","Apache County","Arizona"
"1009","2015","Cochise County","Arizona"
"1202","2016","Cochise County","Arizona"
"1351","2017","Cochise County","Arizona"
"1304","2015","Coconino County","Arizona"
"1408","2016","Coconino County","Arizona"
"1435","2017","Coconino County","Arizona"
"492","2015","Gila County","Arizona"
"537","2016","Gila County","Arizona"
"603","2017","Gila County","Arizona"
"307","2015","Graham County","Arizona"
"310","2016","Graham County","Arizona"
"331","2017","Graham County","Arizona"
"19","2015","Greenlee County","Arizona"
"20","2016","Greenlee County","Arizona"
"24","2017","Greenlee County","Arizona"
"54","2015","La Paz County","Arizona"
"47","2016","La Paz County","Arizona"
"52","2017","La Paz County","Arizona"
"59821","2015","Maricopa County","Arizona"
"69319","2016","Maricopa County","Arizona"
"73609","2017","Maricopa County","Arizona"
"2020","2015","Mohave County","Arizona"
"2420","2016","Mohave County","Arizona"
"2859","2017","Mohave County","Arizona"
"599","2015","Navajo County","Arizona"
"722","2016","Navajo County","Arizona"
"816","2017","Navajo County","Arizona"
"11113","2015","Pima County","Arizona"
"13692","2016","Pima County","Arizona"
"14121","2017","Pima County","Arizona"
"6197","2015","Pinal County","Arizona"
"7569","2016","Pinal County","Arizona"
"8824","2017","Pinal County","Arizona"
"297","2015","Santa Cruz County","Arizona"
"366","2016","Santa Cruz County","Arizona"
"388","2017","Santa Cruz County","Arizona"
"2988","2015","Yavapai County","Arizona"
"3354","2016","Yavapai County","Arizona"
"3744","2017","Yavapai County","Arizona"
"1881","2015","Yuma County","Arizona"
"2235","2016","Yuma County","Arizona"
"2388","2017","Yuma County","Arizona"
"21","2015","","Arkansas"
"3","2016","","Arkansas"
"1","2017","","Arkansas"
"79","2015","Arkansas County","Arkansas"
"118","2016","Arkansas County","Arkansas"
"116","2017","Arkansas County","Arkansas"
"88","2015","Ashley County","Arkansas"
"79","2016","Ashley County","Arkansas"
"99","2017","Ashley County","Arkansas"
"390","2015","Baxter County","Arkansas"
"391","2016","Baxter County","Arkansas"
"445","2017","Baxter County","Arkansas"
"4666","2015","Benton County","Arkansas"
"5406","2016","Benton County","Arkansas"
"5320","2017","Benton County","Arkansas"
"350","2015","Boone County","Arkansas"
"414","2016","Boone County","Arkansas"
"384","2017","Boone County","Arkansas"
"27","2015","Bradley County","Arkansas"
"36","2016","Bradley County","Arkansas"
"47","2017","Bradley County","Arkansas"
"23","2015","Calhoun County","Arkansas"
"34","2016","Calhoun County","Arkansas"
"31","2017","Calhoun County","Arkansas"
"189","2015","Carroll County","Arkansas"
"188","2016","Carroll County","Arkansas"
"231","2017","Carroll County","Arkansas"
"33","2015","Chicot County","Arkansas"
"39","2016","Chicot County","Arkansas"
"42","2017","Chicot County","Arkansas"
"114","2015","Clark County","Arkansas"
"127","2016","Clark County","Arkansas"
"121","2017","Clark County","Arkansas"
"89","2015","Clay County","Arkansas"
"60","2016","Clay County","Arkansas"
"86","2017","Clay County","Arkansas"
"213","2015","Cleburne County","Arkansas"
"221","2016","Cleburne County","Arkansas"
"187","2017","Cleburne County","Arkansas"
"36","2015","Cleveland County","Arkansas"
"60","2016","Cleveland County","Arkansas"
"42","2017","Cleveland County","Arkansas"
"132","2015","Columbia County","Arkansas"
"120","2016","Columbia County","Arkansas"
"114","2017","Columbia County","Arkansas"
"120","2015","Conway County","Arkansas"
"141","2016","Conway County","Arkansas"
"158","2017","Conway County","Arkansas"
"1058","2015","Craighead County","Arkansas"
"1139","2016","Craighead County","Arkansas"
"1253","2017","Craighead County","Arkansas"
"541","2015","Crawford County","Arkansas"
"607","2016","Crawford County","Arkansas"
"610","2017","Crawford County","Arkansas"
"352","2015","Crittenden County","Arkansas"
"393","2016","Crittenden County","Arkansas"
"422","2017","Crittenden County","Arkansas"
"108","2015","Cross County","Arkansas"
"148","2016","Cross County","Arkansas"
"133","2017","Cross County","Arkansas"
"24","2015","Dallas County","Arkansas"
"26","2016","Dallas County","Arkansas"
"36","2017","Dallas County","Arkansas"
"44","2015","Desha County","Arkansas"
"38","2016","Desha County","Arkansas"
"56","2017","Desha County","Arkansas"
"75","2015","Drew County","Arkansas"
"97","2016","Drew County","Arkansas"
"121","2017","Drew County","Arkansas"
"1384","2015","Faulkner County","Arkansas"
"1512","2016","Faulkner County","Arkansas"
"1677","2017","Faulkner County","Arkansas"
"126","2015","Franklin County","Arkansas"
"127","2016","Franklin County","Arkansas"
"129","2017","Franklin County","Arkansas"
"44","2015","Fulton County","Arkansas"
"46","2016","Fulton County","Arkansas"
"54","2017","Fulton County","Arkansas"
"859","2015","Garland County","Arkansas"
"1038","2016","Garland County","Arkansas"
"1074","2017","Garland County","Arkansas"
"118","2015","Grant County","Arkansas"
"175","2016","Grant County","Arkansas"
"209","2017","Grant County","Arkansas"
"395","2015","Greene County","Arkansas"
"449","2016","Greene County","Arkansas"
"513","2017","Greene County","Arkansas"
"122","2015","Hempstead County","Arkansas"
"105","2016","Hempstead County","Arkansas"
"109","2017","Hempstead County","Arkansas"
"217","2015","Hot Spring County","Arkansas"
"224","2016","Hot Spring County","Arkansas"
"225","2017","Hot Spring County","Arkansas"
"67","2015","Howard County","Arkansas"
"84","2016","Howard County","Arkansas"
"84","2017","Howard County","Arkansas"
"162","2015","Independence County","Arkansas"
"233","2016","Independence County","Arkansas"
"234","2017","Independence County","Arkansas"
"45","2015","Izard County","Arkansas"
"59","2016","Izard County","Arkansas"
"63","2017","Izard County","Arkansas"
"69","2015","Jackson County","Arkansas"
"99","2016","Jackson County","Arkansas"
"76","2017","Jackson County","Arkansas"
"337","2015","Jefferson County","Arkansas"
"368","2016","Jefferson County","Arkansas"
"354","2017","Jefferson County","Arkansas"
"175","2015","Johnson County","Arkansas"
"190","2016","Johnson County","Arkansas"
"224","2017","Johnson County","Arkansas"
"26","2015","Lafayette County","Arkansas"
"29","2016","Lafayette County","Arkansas"
"23","2017","Lafayette County","Arkansas"
"93","2015","Lawrence County","Arkansas"
"82","2016","Lawrence County","Arkansas"
"99","2017","Lawrence County","Arkansas"
"22","2015","Lee County","Arkansas"
"22","2016","Lee County","Arkansas"
"18","2017","Lee County","Arkansas"
"62","2015","Lincoln County","Arkansas"
"60","2016","Lincoln County","Arkansas"
"54","2017","Lincoln County","Arkansas"
"56","2015","Little River County","Arkansas"
"66","2016","Little River County","Arkansas"
"94","2017","Little River County","Arkansas"
"98","2015","Logan County","Arkansas"
"94","2016","Logan County","Arkansas"
"124","2017","Logan County","Arkansas"
"930","2015","Lonoke County","Arkansas"
"1058","2016","Lonoke County","Arkansas"
"1120","2017","Lonoke County","Arkansas"
"115","2015","Madison County","Arkansas"
"112","2016","Madison County","Arkansas"
"125","2017","Madison County","Arkansas"
"97","2015","Marion County","Arkansas"
"121","2016","Marion County","Arkansas"
"123","2017","Marion County","Arkansas"
"301","2015","Miller County","Arkansas"
"303","2016","Miller County","Arkansas"
"320","2017","Miller County","Arkansas"
"214","2015","Mississippi County","Arkansas"
"220","2016","Mississippi County","Arkansas"
"250","2017","Mississippi County","Arkansas"
"28","2015","Monroe County","Arkansas"
"18","2016","Monroe County","Arkansas"
"23","2017","Monroe County","Arkansas"
"41","2015","Montgomery County","Arkansas"
"50","2016","Montgomery County","Arkansas"
"58","2017","Montgomery County","Arkansas"
"27","2015","Nevada County","Arkansas"
"18","2016","Nevada County","Arkansas"
"32","2017","Nevada County","Arkansas"
"30","2015","Newton County","Arkansas"
"45","2016","Newton County","Arkansas"
"39","2017","Newton County","Arkansas"
"122","2015","Ouachita County","Arkansas"
"170","2016","Ouachita County","Arkansas"
"147","2017","Ouachita County","Arkansas"
"75","2015","Perry County","Arkansas"
"59","2016","Perry County","Arkansas"
"76","2017","Perry County","Arkansas"
"43","2015","Phillips County","Arkansas"
"53","2016","Phillips County","Arkansas"
"44","2017","Phillips County","Arkansas"
"63","2015","Pike County","Arkansas"
"53","2016","Pike County","Arkansas"
"50","2017","Pike County","Arkansas"
"132","2015","Poinsett County","Arkansas"
"140","2016","Poinsett County","Arkansas"
"144","2017","Poinsett County","Arkansas"
"64","2015","Polk County","Arkansas"
"98","2016","Polk County","Arkansas"
"117","2017","Polk County","Arkansas"
"547","2015","Pope County","Arkansas"
"584","2016","Pope County","Arkansas"
"560","2017","Pope County","Arkansas"
"37","2015","Prairie County","Arkansas"
"59","2016","Prairie County","Arkansas"
"53","2017","Prairie County","Arkansas"
"3837","2015","Pulaski County","Arkansas"
"4335","2016","Pulaski County","Arkansas"
"4312","2017","Pulaski County","Arkansas"
"160","2015","Randolph County","Arkansas"
"148","2016","Randolph County","Arkansas"
"163","2017","Randolph County","Arkansas"
"1671","2015","Saline County","Arkansas"
"1879","2016","Saline County","Arkansas"
"1960","2017","Saline County","Arkansas"
"46","2015","Scott County","Arkansas"
"53","2016","Scott County","Arkansas"
"54","2017","Scott County","Arkansas"
"40","2015","Searcy County","Arkansas"
"33","2016","Searcy County","Arkansas"
"40","2017","Searcy County","Arkansas"
"1169","2015","Sebastian County","Arkansas"
"1218","2016","Sebastian County","Arkansas"
"1278","2017","Sebastian County","Arkansas"
"65","2015","Sevier County","Arkansas"
"77","2016","Sevier County","Arkansas"
"122","2017","Sevier County","Arkansas"
"72","2015","Sharp County","Arkansas"
"86","2016","Sharp County","Arkansas"
"108","2017","Sharp County","Arkansas"
"52","2015","St. Francis County","Arkansas"
"80","2016","St. Francis County","Arkansas"
"84","2017","St. Francis County","Arkansas"
"52","2015","Stone County","Arkansas"
"47","2016","Stone County","Arkansas"
"70","2017","Stone County","Arkansas"
"286","2015","Union County","Arkansas"
"319","2016","Union County","Arkansas"
"322","2017","Union County","Arkansas"
"83","2015","Van Buren County","Arkansas"
"114","2016","Van Buren County","Arkansas"
"116","2017","Van Buren County","Arkansas"
"2687","2015","Washington County","Arkansas"
"3112","2016","Washington County","Arkansas"
"3142","2017","Washington County","Arkansas"
"632","2015","White County","Arkansas"
"645","2016","White County","Arkansas"
"680","2017","White County","Arkansas"
"21","2015","Woodruff County","Arkansas"
"18","2016","Woodruff County","Arkansas"
"23","2017","Woodruff County","Arkansas"
"121","2015","Yell County","Arkansas"
"139","2016","Yell County","Arkansas"
"139","2017","Yell County","Arkansas"
"163","2015","","California"
"69","2016","","California"
"62","2017","","California"
"12566","2015","Alameda County","California"
"13334","2016","Alameda County","California"
"13613","2017","Alameda County","California"
"7","2015","Alpine County","California"
"10","2016","Alpine County","California"
"9","2017","Alpine County","California"
"327","2015","Amador County","California"
"485","2016","Amador County","California"
"531","2017","Amador County","California"
"1956","2015","Butte County","California"
"2314","2016","Butte County","California"
"2343","2017","Butte County","California"
"541","2015","Calaveras County","California"
"610","2016","Calaveras County","California"
"653","2017","Calaveras County","California"
"159","2015","Colusa County","California"
"143","2016","Colusa County","California"
"140","2017","Colusa County","California"
"11985","2015","Contra Costa County","California"
"13053","2016","Contra Costa County","California"
"12791","2017","Contra Costa County","California"
"158","2015","Del Norte County","California"
"196","2016","Del Norte County","California"
"172","2017","Del Norte County","California"
"2300","2015","El Dorado County","California"
"2945","2016","El Dorado County","California"
"3050","2017","El Dorado County","California"
"7857","2015","Fresno County","California"
"8441","2016","Fresno County","California"
"8876","2017","Fresno County","California"
"179","2015","Glenn County","California"
"186","2016","Glenn County","California"
"200","2017","Glenn County","California"
"693","2015","Humboldt County","California"
"839","2016","Humboldt County","California"
"818","2017","Humboldt County","California"
"1069","2015","Imperial County","California"
"1197","2016","Imperial County","California"
"1182","2017","Imperial County","California"
"77","2015","Inyo County","California"
"98","2016","Inyo County","California"
"119","2017","Inyo County","California"
"7947","2015","Kern County","California"
"8572","2016","Kern County","California"
"8913","2017","Kern County","California"
"1068","2015","Kings County","California"
"1313","2016","Kings County","California"
"1267","2017","Kings County","California"
"543","2015","Lake County","California"
"589","2016","Lake County","California"
"727","2017","Lake County","California"
"216","2015","Lassen County","California"
"247","2016","Lassen County","California"
"257","2017","Lassen County","California"
"52346","2015","Los Angeles County","California"
"56200","2016","Los Angeles County","California"
"55976","2017","Los Angeles County","California"
"1099","2015","Madera County","California"
"1279","2016","Madera County","California"
"1326","2017","Madera County","California"
"2151","2015","Marin County","California"
"2015","2016","Marin County","California"
"2173","2017","Marin County","California"
"128","2015","Mariposa County","California"
"170","2016","Mariposa County","California"
"164","2017","Mariposa County","California"
"400","2015","Mendocino County","California"
"480","2016","Mendocino County","California"
"481","2017","Mendocino County","California"
"1757","2015","Merced County","California"
"2211","2016","Merced County","California"
"2287","2017","Merced County","California"
"48","2015","Modoc County","California"
"51","2016","Modoc County","California"
"52","2017","Modoc County","California"
"75","2015","Mono County","California"
"126","2016","Mono County","California"
"118","2017","Mono County","California"
"2173","2015","Monterey County","California"
"2473","2016","Monterey County","California"
"2443","2017","Monterey County","California"
"986","2015","Napa County","California"
"1030","2016","Napa County","California"
"982","2017","Napa County","California"
"1048","2015","Nevada County","California"
"1184","2016","Nevada County","California"
"1183","2017","Nevada County","California"
"23195","2015","Orange County","California"
"24866","2016","Orange County","California"
"24191","2017","Orange County","California"
"5939","2015","Placer County","California"
"6520","2016","Placer County","California"
"6615","2017","Placer County","California"
"155","2015","Plumas County","California"
"174","2016","Plumas County","California"
"196","2017","Plumas County","California"
"25363","2015","Riverside County","California"
"28660","2016","Riverside County","California"
"28832","2017","Riverside County","California"
"15625","2015","Sacramento County","California"
"17745","2016","Sacramento County","California"
"17855","2017","Sacramento County","California"
"597","2015","San Benito County","California"
"758","2016","San Benito County","California"
"863","2017","San Benito County","California"
"17614","2015","San Bernardino County","California"
"19999","2016","San Bernardino County","California"
"20889","2017","San Bernardino County","California"
"29022","2015","San Diego County","California"
"30853","2016","San Diego County","California"
"30844","2017","San Diego County","California"
"3973","2015","San Francisco County","California"
"4349","2016","San Francisco County","California"
"4348","2017","San Francisco County","California"
"6834","2015","San Joaquin County","California"
"7766","2016","San Joaquin County","California"
"8130","2017","San Joaquin County","California"
"2680","2015","San Luis Obispo County","California"
"2657","2016","San Luis Obispo County","California"
"2532","2017","San Luis Obispo County","California"
"4627","2015","San Mateo County","California"
"4688","2016","San Mateo County","California"
"4898","2017","San Mateo County","California"
"2879","2015","Santa Barbara County","California"
"2962","2016","Santa Barbara County","California"
"3054","2017","Santa Barbara County","California"
"14011","2015","Santa Clara County","California"
"13831","2016","Santa Clara County","California"
"13811","2017","Santa Clara County","California"
"1872","2015","Santa Cruz County","California"
"1654","2016","Santa Cruz County","California"
"1699","2017","Santa Cruz County","California"
"1746","2015","Shasta County","California"
"2070","2016","Shasta County","California"
"1991","2017","Shasta County","California"
"20","2015","Sierra County","California"
"25","2016","Sierra County","California"
"30","2017","Sierra County","California"
"266","2015","Siskiyou County","California"
"288","2016","Siskiyou County","California"
"340","2017","Siskiyou County","California"
"4927","2015","Solano County","California"
"5511","2016","Solano County","California"
"5424","2017","Solano County","California"
"3565","2015","Sonoma County","California"
"3848","2016","Sonoma County","California"
"3848","2017","Sonoma County","California"
"5108","2015","Stanislaus County","California"
"5467","2016","Stanislaus County","California"
"5693","2017","Stanislaus County","California"
"787","2015","Sutter County","California"
"958","2016","Sutter County","California"
"916","2017","Sutter County","California"
"442","2015","Tehama County","California"
"537","2016","Tehama County","California"
"573","2017","Tehama County","California"
"58","2015","Trinity County","California"
"76","2016","Trinity County","California"
"71","2017","Trinity County","California"
"3243","2015","Tulare County","California"
"3839","2016","Tulare County","California"
"3678","2017","Tulare County","California"
"492","2015","Tuolumne County","California"
"608","2016","Tuolumne County","California"
"617","2017","Tuolumne County","California"
"7144","2015","Ventura County","California"
"7801","2016","Ventura County","California"
"7443","2017","Ventura County","California"
"1718","2015","Yolo County","California"
"1927","2016","Yolo County","California"
"1878","2017","Yolo County","California"
"833","2015","Yuba County","California"
"988","2016","Yuba County","California"
"1010","2017","Yuba County","California"
"58","2015","","Colorado"
"37","2016","","Colorado"
"54","2017","","Colorado"
"8656","2015","Adams County","Colorado"
"8780","2016","Adams County","Colorado"
"9375","2017","Adams County","Colorado"
"66","2015","Alamosa County","Colorado"
"64","2016","Alamosa County","Colorado"
"72","2017","Alamosa County","Colorado"
"11151","2015","Arapahoe County","Colorado"
"11498","2016","Arapahoe County","Colorado"
"11634","2017","Arapahoe County","Colorado"
"107","2015","Archuleta County","Colorado"
"139","2016","Archuleta County","Colorado"
"149","2017","Archuleta County","Colorado"
"10","2015","Baca County","Colorado"
"13","2016","Baca County","Colorado"
"6","2017","Baca County","Colorado"
